,CUI,STR,NAME_SAB,DEF,DEF_SAB,TUI,STY
573,C0268389,"Amyloidosis, familial visceral",MTH,"A group of rare renal diseases, characterized by amyloid fibril deposition of apolipoprotein A-I or A-II (AApoAI or AApoAII amyloidosis), lysozyme (ALys amyloidosis) or fibrinogen A-alpha chain (AFib amyloidosis) in one or several organs. Renal involvement leading to chronic renal disease and renal failure is a common sign. Additional manifestations depend on the organ involved and the type of amyloid fibrils deposited.",ORPHANET,T047,Disease or Syndrome
574,C0268418,Deficiency of glycerol kinase,SNOMEDCT_US,"A rare, X-linked recessive genetic disorder of glycerol metabolism caused by mutations or deletion in the GK gene. It results in deficiency of the enzyme glycerol kinase. It is characterized by elevated plasma and urine glycerol levels and neurometabolic manifestations which can cause life-threatening metabolic crisis in children.",NCI,T047,Disease or Syndrome
575,C0268425,Alstrom syndrome,SNOMEDCT_US,"Alström syndrome is a rare condition that affects many body systems. Many of the signs and symptoms of this condition begin in infancy or early childhood, although some appear later in life.~Alström syndrome is characterized by a progressive loss of vision and hearing, a form of heart disease that enlarges and weakens the heart muscle (dilated cardiomyopathy), obesity, type 2 diabetes (the most common form of diabetes), and short stature. This disorder can also cause serious or life-threatening medical problems involving the liver, kidneys, bladder, and lungs. Some individuals with Alström syndrome have a skin condition called acanthosis nigricans, which causes the skin in body folds and creases to become thick, dark, and velvety. The signs and symptoms of Alström syndrome vary in severity, and not all affected individuals have all of the characteristic features of the disorder.",MEDLINEPLUS,T047,Disease or Syndrome
576,C0268490,Tyrosinemia Type I,NCI,"Tyrosinemia caused by mutations in the FAH gene. It is characterized by deficiency of the enzyme fumarylacetoacetate hydrolase. It is the most severe form of tyrosinemia. Signs and symptoms appear early in life and include failure to thrive, vomiting, diarrhea, jaundice, and bleeding tendency. It may result in liver and kidney failure. Patients with this type of tyrosinemia may also have a predisposition for hepatocellular carcinoma.",NCI,T047,Disease or Syndrome
577,C0268532,Prolidase deficiency,MEDLINEPLUS,"Prolidase deficiency is a disorder that causes a wide variety of symptoms. The disorder typically becomes apparent during infancy. Affected individuals may have enlargement of the spleen (splenomegaly); in some cases, both the spleen and liver are enlarged (hepatosplenomegaly). Diarrhea, vomiting, and dehydration may also occur. People with prolidase deficiency are susceptible to severe infections of the skin or ears, or potentially life-threatening respiratory tract infections. Some individuals with prolidase deficiency have chronic lung disease.~Characteristic facial features in people with prolidase deficiency include prominent eyes that are widely spaced (hypertelorism), a high forehead, a flat bridge of the nose, and a very small lower jaw and chin (micrognathia). Affected children may experience delayed development, and about 75 percent of people with prolidase deficiency have intellectual disability that may range from mild to severe.~People with prolidase deficiency often develop skin lesions, especially on their hands, feet, lower legs, and face. The severity of the skin involvement, which usually begins during childhood, may range from a mild rash to severe skin ulcers. Skin ulcers, especially on the legs, may not heal completely, resulting in complications including infection and amputation.~The severity of symptoms in prolidase deficiency varies greatly among affected individuals. Some people with this disorder do not have any symptoms. In these individuals the condition can be detected by laboratory tests such as newborn screening tests or tests offered to relatives of affected individuals.",MEDLINEPLUS,T047,Disease or Syndrome
578,C0268579,Propionic acidemia,SNOMEDCT_US,"Propionic acidemia is an inherited disorder in which the body is unable to process certain parts of proteins and lipids (fats) properly. It is classified as an organic acid disorder, which is a condition that leads to an abnormal buildup of particular acids known as organic acids. Abnormal levels of organic acids in the blood (organic acidemia), urine (organic aciduria), and tissues can be toxic and can cause serious health problems.~In most cases, the features of propionic acidemia become apparent within a few days after birth. The initial symptoms include poor feeding, vomiting, loss of appetite, weak muscle tone (hypotonia), and lack of energy (lethargy). These symptoms sometimes progress to more serious medical problems, including heart abnormalities, seizures, coma, and possibly death.~Less commonly, the signs and symptoms of propionic acidemia appear during childhood and may come and go over time. Some affected children experience intellectual disability or delayed development. In children with this later-onset form of the condition, episodes of more serious health problems can be triggered by prolonged periods without food (fasting), fever, or infections.",MEDLINEPLUS,T047,Disease or Syndrome
579,C0268595,"Glutaric aciduria, type 1",SNMI,"Glutaric acidemia type I (also called glutaric aciduria type I) is an inherited disorder in which the body is unable to process certain proteins properly. It is classified as an organic acid disorder, which is a condition that leads to an abnormal buildup of particular acids known as organic acids. Abnormal levels of organic acids in the blood (organic acidemia), urine (organic aciduria), and tissues can be toxic and can cause serious health problems.~People with glutaric acidemia type I have inadequate levels of an enzyme that helps break down the amino acids lysine, hydroxylysine, and tryptophan, which are building blocks of protein. Excessive levels of these amino acids and their intermediate breakdown products can accumulate and cause damage to the brain, particularly the basal ganglia, which are regions that help control movement. Intellectual disability may also occur.~The severity of glutaric acidemia type I varies widely; some individuals are only mildly affected, while others have severe problems. In most cases, signs and symptoms first occur in infancy or early childhood, but in a small number of affected individuals, the disorder first becomes apparent in adolescence or adulthood.~Some babies with glutaric acidemia type I are born with unusually large heads (macrocephaly). Affected individuals may have difficulty moving and may experience spasms, jerking, rigidity, or decreased muscle tone. Some individuals with glutaric acidemia have developed bleeding in the brain or eyes that could be mistaken for the effects of child abuse. Strict dietary control may help limit progression of the neurological damage. Stress caused by infection, fever or other demands on the body may lead to worsening of the signs and symptoms, with only partial recovery.",MEDLINEPLUS,T047,Disease or Syndrome
580,C0268796,Arteriolar nephrosclerosis,SNOMEDCT_US,,,T047,Disease or Syndrome
581,C0268797,Benign arteriolar nephrosclerosis,SNOMEDCT_US,,,T047,Disease or Syndrome
582,C0269641,Hypertensive heart AND renal disease in obstetric context,SNOMEDCT_US,,,T047,Disease or Syndrome
583,C0269642,Hypertensive heart AND renal disease complicating AND/OR reason for care during pregnancy,SNOMEDCT_US,,,T047,Disease or Syndrome
584,C0269643,Hypertensive heart AND renal disease complicating AND/OR reason for care during childbirth,SNOMEDCT_US,,,T047,Disease or Syndrome
585,C0269645,Hypertensive heart disease in obstetric context,SNOMEDCT_US,,,T047,Disease or Syndrome
586,C0269646,Hypertensive heart disease complicating AND/OR reason for care during pregnancy,SNOMEDCT_US,,,T047,Disease or Syndrome
587,C0269647,Hypertensive heart disease complicating AND/OR reason for care during childbirth,SNOMEDCT_US,,,T047,Disease or Syndrome
588,C0269648,Hypertensive heart disease complicating AND/OR reason for care during puerperium,SNOMEDCT_US,,,T047,Disease or Syndrome
589,C0269649,Hypertensive renal disease in obstetric context,SNOMEDCT_US,,,T047,Disease or Syndrome
590,C0269650,Hypertensive renal disease complicating AND/OR reason for care during pregnancy,SNOMEDCT_US,,,T047,Disease or Syndrome
591,C0269651,Hypertensive renal disease complicating AND/OR reason for care during childbirth,SNOMEDCT_US,,,T047,Disease or Syndrome
592,C0269652,Hypertensive renal disease complicating AND/OR reason for care during puerperium,SNOMEDCT_US,,,T047,Disease or Syndrome
593,C0269660,Eclampsia added to pre-existing hypertension,SNOMEDCT_US,,,T047,Disease or Syndrome
594,C0270230,Hypoglycemia of piglets,SNOMEDCT_VET,,,T047,Disease or Syndrome
595,C0271064,Microaneurysm of retinal artery due to diabetes mellitus,SNOMEDCT_US,,,T047,Disease or Syndrome
596,C0271583,"Acth Deficiency, Isolated",OMIM,,,T047,Disease or Syndrome
597,C0271632,Diseases Of The Endocrine Pancreas Including Diabetes,SNMI,,,T047,Disease or Syndrome
598,C0271633,Disorder of endocrine pancreas,SNOMEDCT_US,A non-neoplastic or neoplastic disorder that affects the endocrine pancreas (islets of Langerhans).,NCI,T047,Disease or Syndrome
599,C0271635,Diabetes mellitus without mention of complication,ICD9CM,Diabetes mellitus that does not show any evidence of tissue or organ damage.,NCI,T047,Disease or Syndrome
600,C0271636,Insulin dependent diabetes mellitus type 1A,SNOMEDCT_US,,,T047,Disease or Syndrome
601,C0271637,Insulin dependent diabetes mellitus type 1B,SNOMEDCT_US,,,T047,Disease or Syndrome
602,C0271638,Type 2 diabetes mellitus in obese,SNOMEDCT_US,,,T047,Disease or Syndrome
603,C0271640,Secondary diabetes mellitus,SNOMEDCT_US,,,T047,Disease or Syndrome
604,C0271641,Malnutrition related diabetes mellitus,SNOMEDCT_US,,,T047,Disease or Syndrome
605,C0271642,Fibrocalculous pancreatic diabetes,SNOMEDCT_US,"An uncommon form of diabetes mellitus that is ketosis-resistant and associated with pancreatic abnormalities that include large intraductal calculi and fibrosis progressing to exocrine and endocrine pancreatic failure. Patients are commonly young, normal weight, and originate from tropical countries.",NCI,T047,Disease or Syndrome
606,C0271646,Drug-induced diabetes mellitus,SNOMEDCT_US,"diabetes mellitus caused by medicinal substances given to or taken by the patient; concept excludes diabetes resulting from exposure to nonmedicinal chemicals in the environment or drugs of abuse, for which see TOXICOLOGY.",CSP,T047,Disease or Syndrome
607,C0271649,Diabetes mellitus associated with unlisted condition,SNMI,,,T047,Disease or Syndrome
608,C0271650,Impaired glucose tolerance (disorder),MTH,The inability to regulate blood glucose levels resulting in hyperglycemia.,NCI,T047,Disease or Syndrome
609,C0271651,Impaired glucose tolerance in obese,SNOMEDCT_US,,,T047,Disease or Syndrome
610,C0271652,Impaired glucose tolerance in nonobese,SNOMEDCT_US,,,T047,Disease or Syndrome
611,C0271653,Impaired glucose tolerance in MODY (maturity onset diabetes in the young),SNOMEDCT_US,,,T047,Disease or Syndrome
612,C0271654,Impaired glucose tolerance associated with pancreatic disease,SNOMEDCT_US,,,T047,Disease or Syndrome
613,C0271655,Impaired glucose tolerance associated with hormonal etiology,SNOMEDCT_US,,,T047,Disease or Syndrome
614,C0271656,Impaired glucose tolerance associated with drugs,SNOMEDCT_US,,,T047,Disease or Syndrome
615,C0271657,Impaired glucose tolerance associated with genetic syndrome,SNOMEDCT_US,,,T047,Disease or Syndrome
616,C0271658,Impaired glucose tolerance associated with insulin receptor abnormality,SNOMEDCT_US,,,T047,Disease or Syndrome
617,C0271659,Impaired glucose tolerance associated with unlisted conditions,SNMI,,,T047,Disease or Syndrome
618,C0271660,Previous abnormality of glucose tolerance,SNOMEDCT_US,,,T033,Finding
619,C0271661,Potential abnormality of glucose tolerance,SNOMEDCT_US,,,T047,Disease or Syndrome
620,C0271662,Gestational diabetes mellitus class A1,SNOMEDCT_US,Carbohydrate intolerance first diagnosed during pregnancy. Diagnosis from abnormal oral glucose tolerance test (OGTT) but normal glucose levels when fasting and two hours post-prandial. Euglycemia achieved with diet and/or exercise.,NCI,T047,Disease or Syndrome
621,C0271663,Gestational diabetes mellitus class A2,SNOMEDCT_US,Carbohydrate intolerance first diagnosed during pregnancy. Diagnosis from abnormal oral glucose tolerance test (OGTT) and abnormal fasting or post-prandial glucose levels. Euglycemia achieved with medication.,NCI,T047,Disease or Syndrome
622,C0271664,pregnancy complicated by diabetes mellitus White's classification B1,MEDCIN,,,T047,Disease or Syndrome
623,C0271665,"Pregestational diabetes mellitus AND/OR impaired glucose tolerance, modified White class A",SNOMEDCT_US,,,T047,Disease or Syndrome
624,C0271666,"Pregestational diabetes mellitus AND/OR impaired glucose tolerance, modified White class B",SNOMEDCT_US,,,T047,Disease or Syndrome
625,C0271667,"Pregestational diabetes mellitus AND/OR impaired glucose tolerance, modified White class C",SNOMEDCT_US,,,T047,Disease or Syndrome
626,C0271668,"Pregestational diabetes mellitus AND/OR impaired glucose tolerance, modified White class D",SNOMEDCT_US,,,T047,Disease or Syndrome
627,C0271669,"Pregestational diabetes mellitus AND/OR impaired glucose tolerance, modified White class F",SNOMEDCT_US,,,T047,Disease or Syndrome
628,C0271670,"Pregestational diabetes mellitus AND/OR impaired glucose tolerance, modified White class R",SNOMEDCT_US,,,T047,Disease or Syndrome
629,C0271671,"Pregestational diabetes mellitus AND/OR impaired glucose tolerance, modified White class FR",SNOMEDCT_US,,,T047,Disease or Syndrome
630,C0271673,symmetric diabetic proximal motor neuropathy,MEDCIN,,,T047,Disease or Syndrome
631,C0271674,asymmetric diabetic proximal motor neuropathy,MEDCIN,,,T047,Disease or Syndrome
632,C0271675,Radiculoplexus neuropathy due to diabetes mellitus,SNOMEDCT_US,,,T047,Disease or Syndrome
633,C0271678,Diabetic mononeuropathy,SNOMEDCT_US,,,T047,Disease or Syndrome
634,C0271679,Diabetic mononeuropathy multiplex,SNOMEDCT_US,,,T047,Disease or Syndrome
635,C0271680,Diabetic polyneuropathy,SNMI,,,T047,Disease or Syndrome
636,C0271684,Pseudotabes due to diabetes mellitus,SNOMEDCT_US,,,T047,Disease or Syndrome
637,C0271686,Diabetic Autonomic Neuropathy,NCI,Autonomic neuropathy that is caused by diabetes mellitus.,NCI,T047,Disease or Syndrome
638,C0271687,Diabetes mellitus due to structurally abnormal insulin,SNOMEDCT_US,,,T047,Disease or Syndrome
639,C0271690,Acanthosis nigricans due to type 2 diabetes mellitus,SNOMEDCT_US,,,T047,Disease or Syndrome
640,C0271699,Nodular type diabetic glomerulosclerosis,SNOMEDCT_US,,,T047,Disease or Syndrome
641,C0271700,Diffuse glomerulosclerosis of kidney due to diabetes mellitus,SNOMEDCT_US,,,T047,Disease or Syndrome
642,C0271701,Diabetes mellitus caused by insulin receptor antibodies,SNOMEDCT_US,,,T047,Disease or Syndrome
643,C0271703,Factitious hypoglycemia,SNOMEDCT_US,,,T047,Disease or Syndrome
644,C0271704,Ectopic hyperinsulinism,SNOMEDCT_US,,,T047,Disease or Syndrome
645,C0271706,Hyperplasia of pancreatic islet beta cell,SNOMEDCT_US,,,T047,Disease or Syndrome
646,C0271707,Autoimmune hypoglycemia,SNOMEDCT_US,,,T047,Disease or Syndrome
647,C0271708,Fasting hypoglycemia,SNOMEDCT_US,"HYPOGLYCEMIA expressed in the postabsorptive state, after prolonged FASTING, or an overnight fast.",MSH,T047,Disease or Syndrome
648,C0271709,Idiopathic postprandial hypoglycemia,SNOMEDCT_US,,,T047,Disease or Syndrome
649,C0271710,Reactive hypoglycemia,SNOMEDCT_US,HYPOGLYCEMIA expressed after a meal or FOOD INTAKE. It is also called reactive or stimulative hypoglycemia.,MSH,T047,Disease or Syndrome
650,C0271712,Hypoglycemia of childhood,SNOMEDCT_US,,,T047,Disease or Syndrome
651,C0271713,Ketotic hypoglycemia,SNOMEDCT_US,"A condition in which hypoglycemia is accompanied by ketosis. This condition may be a manifestation of another condition such as glycogen storage disease, ketone utilization defects, growth hormone deficiency, or cortisol deficiency.",NCI,T047,Disease or Syndrome
652,C0271714,Leucine-induced hypoglycemia,SNOMEDCT_US,,,T047,Disease or Syndrome
653,C0271715,Mixed hypoglycemia,SNOMEDCT_US,,,T047,Disease or Syndrome
654,C0271931,Anemia due to diabetes mellitus,SNOMEDCT_US,,,T047,Disease or Syndrome
655,C0277890,decreased diastolic arterial pressure,CHV,Diastolic blood pressure that is abnormally low.,NCI,T033,Finding
656,C0280950,cancer-related problem/condition,PDQ,"A disorder either associated with an increased risk for malignant transformation (e.g., intraepithelial neoplasia, leukoplakia, dysplastic nevus, myelodysplastic syndrome) or that develops as a result of the presence of an existing malignant neoplasm (e.g., paraneoplastic syndrome).",NCI,T047,Disease or Syndrome
657,C0282044,Alprenolol Hydrochloride,NCI,,,T109,Organic Chemical
658,C0282051,Amphetamine sulfate,SNOMEDCT_US,"The sulfate salt form of amphetamine, a synthetic substance related to natural sympathomimetic amines. Amphetamine appears to exert its central nervous system (CNS) and peripheral effects indirectly by inducing the release of biogenic amines from their storage sites in nerve terminals. This agent is a commonly abused psychostimulant drug, which may be snorted, taken orally, smoked, or injected. Amphetamine induces psychologic dependence which is manifested by elevated mood, increased wakefulness, concentration, physical performance and a feeling of well-being. With sustained use, the effects of tachycardia and enhanced alertness diminish while psychotoxic effects such as hallucinations and delusions may occur. (NCI04)",NCI,T109,Organic Chemical
659,C0282131,Diclofenac potassium,SNOMEDCT_US,"The potassium salt form of diclofenac, a benzene acetic acid derivate and nonsteroidal anti-inflammatory drug (NSAID) with analgesic, antipyretic and anti-inflammatory activity. Diclofenac potassium is a non-selective reversible and competitive inhibitor of cyclooxygenase (COX), subsequently blocking the conversion of arachidonic acid into prostaglandin precursors. This leads to an inhibition of the formation of prostaglandins that are involved in pain, inflammation and fever.",NCI,T109,Organic Chemical
660,C0282133,Diethylpropion hydrochloride,SNOMEDCT_US,"A sympathomimetic amine structurally similar to amphetamine with anorexiant activity. Diethylpropion hydrochloride stimulates the central nervous system and increases the release of norepinephrine and dopamine from nerve terminals and inhibits their uptake. This suppresses appetite, increases motor activity, causes euphoria, mental alertness and excitement. This drug may also cause an increase in heart rate and blood pressure. Diethylpropion hydrochloride is used in the treatment of obesity.",NCI,T109,Organic Chemical
661,C0282138,Diltiazem Malate,NCI,"A malate salt of diltazem, a benzothiazepine calcium channel blocking agent. Diltiazem inhibits the transmembrane influx of extracellular calcium ions into select myocardial and vascular smooth muscle cells, causing dilatation of coronary and systemic arteries and decreasing myocardial contractility. Because of its vasodilatory activity, this agent has been shown to improve the microcirculation in some tumors, thereby potentially improving the delivery of antineoplastic agents to tumor cells.",NCI,T109,Organic Chemical
662,C0282152,Doxapram hydrochloride,SNOMEDCT_US,"A peripheral and central respiratory stimulant with a brief duration of action. Doxapram hydrochloride stimulates respiration by an action on chemoreceptors in the carotid arteries and, at increased dosage, stimulates central respiratory centers in the medulla as well as other parts of the brain and spinal cord. This results in an increased tidal volume and a slightly increased respiratory rate. Doxapram hydrochloride may also improve cardiac output probably due to an increased release of catecholamines. This respiratory stimulant is used in postanesthesia respiratory depression.",NCI,T109,Organic Chemical
663,C0282190,Guanethidine monosulfate,SNOMEDCT_US,,,T109,Organic Chemical
664,C0282233,Methamphetamine hydrochloride,SNOMEDCT_US,"The hydrochloride salt form of methamphetamine, an amphetamine and sympathomimetic amine with CNS stimulating properties. Methamphetamine hydrochloride acts by facilitating the release of catecholamines, particularly noradrenaline and dopamine, from nerve terminals in the brain and inhibits their uptake. This leads to an increase in synaptic concentration of these neurotransmitters and results in an increase of motor activity, causes euphoria, mental alertness and excitement and suppresses appetite. Methamphetamine hydrochloride causes dependence and may cause an increase in heart rate and blood pressure.",NCI,T109,Organic Chemical
665,C0282274,Oxycodone hydrochloride,SNOMEDCT_US,"The hydrochloride salt of oxycodone, a methylether of oxymorphone and semisynthetic opioid agonist with analgesic and antitussive properties. Oxycodone binds to mu-receptors in the central nervous system (CNS), thereby mimicking the effects of endogenous opiates. In addition to analgesia and a depressive effect on the cough center in the medulla, this agent may cause euphoria, anxiolysis, miosis, sedation, physical dependence, constipation, and respiratory depression, depending on dosage and variations in individual metabolism.",NCI,T109,Organic Chemical
666,C0282275,Oxymorphone hydrochloride,SNOMEDCT_US,"The hydrochloride salt form of oxymorphone, a semisynthetic opioid with a potent analgesic property. Oxymorphone hydrochloride binds to and activates opiate receptors, specifically mu-receptors, in the central nervous system (CNS). This results in sedation, analgesia, decreased gastrointestinal motility, and respiratory depression.",NCI,T109,Organic Chemical
667,C0282292,Penbutolol sulfate,SNOMEDCT_US,"The sulfate salt form of penbutolol, a lipophilic, nonselective beta-adrenergic receptor antagonist with anti-anginal and antihypertensive activities. Penbutolol competitively binds to and blocks beta-1 adrenergic receptors in the heart, thereby decreasing cardiac contractility and rate. This leads to a reduction in cardiac output and lowers blood pressure. In addition, bisoprolol prevents the release of renin, a hormone secreted by the kidneys that causes constriction of blood vessels.",NCI,T109,Organic Chemical
668,C0282304,Phentermine hydrochloride,SNOMEDCT_US,"The hydrochloride salt form of phentermine, a sympathomimetic amine with central nervous system (CNS) stimulant and appetite depressant properties. Phentermine hydrochloride stimulates the release of norepinephrine and dopamine from nerve endings and blocks the reuptake of these monoamines at the neuronal junctions, resulting in CNS stimulation and metabolic effects, including appetite-suppression, decreased gastric acid secretion and increased blood pressure.",NCI,T109,Organic Chemical
669,C0282321,Propranolol hydrochloride,SNOMEDCT_US,"The hydrochloride form of propranolol, a synthetic beta-adrenergic receptor blocker with antianginal, antiarrhythmic, and antihypertensive properties. Propranolol competitively antagonizes beta-adrenergic receptors, thereby inhibiting beta-adrenergic reactions, such as vasodilation, and negative chronotropic and inotropic effects.",NCI,T109,Organic Chemical
670,C0282492,Sneddon syndrome,SNOMEDCT_US,"A systemic non-inflammatory arteriopathy primarily of middle-aged females characterized by the association of LIVEDO RETICULARIS, multiple thrombotic CEREBRAL INFARCTION; CORONARY DISEASE, and HYPERTENSION. Elevation of antiphospholipid antibody titers (see also ANTIPHOSPHOLIPID SYNDROME), cardiac valvulopathy, ISCHEMIC ATTACK, TRANSIENT; SEIZURES; DEMENTIA; and chronic ischemia of the extremities may also occur. Pathologic examination of affected arteries reveals non-inflammatory adventitial fibrosis, thrombosis, and changes in the media (From Jablonski, Dictionary of Syndromes & Eponymic Diseases, 2d ed; Adams et al., Principles of Neurology, 6th ed, p861; Arch Neurol 1997 Jan;54(1):53-60). Mutations in the CECR1 gene (ADA2 protein, human) are associated with Sneddon syndrome.",MSH,T047,Disease or Syndrome
671,C0282556,Anti-asthmatic Agent,NCI,"Classified as bronchodilators (beta-adrenoreceptor agonists, xanthines, muscarinic-receptor antagonists) and anti-inflammatory agents (glucocorticoids, cromolyn), natural or synthetic Anti-asthmatic Agents relieve asthma (a recurrent airway obstruction) in multiple ways and at various sites, by reducing bronchial spasm, dyspnea, allergic reaction, local inflammation, and pain. Other agents, such as anti-histamine and antibiotics, may also be used in asthma. (NCI04)",NCI,T121,Pharmacologic Substance
672,C0286185,Mibefradil,SNOMEDCT_US,"A benzimidazoyl-substituted tetraline that selectively binds and inhibits CALCIUM CHANNELS, T-TYPE.",MSH,T109,Organic Chemical
673,C0286186,Mibefradil Dihydrochloride,NCI,,,T109,Organic Chemical
674,C0287041,Eprosartan,SNOMEDCT_US,"A competitive and reversible angiotensin II receptor antagonist with anti-hypertensive property. Eprosartan blocks the binding of angiotensin II to the angiotensin (AT)1 receptor in vascular smooth muscle, thereby blocking the principal pressor action of angiotensin II on the renin-angiotensin system resulting in vascular dilatation. In addition, this agent blocks angiotensin II -induced stimulation of aldosterone synthesis and secretion by the adrenal cortex, cardiac contraction, renal resorption of sodium, activity of the sympathetic nervous system, and smooth muscle cell growth. Furthermore, eprosartan inhibits sympathetic norepinephrine production, thereby further reducing blood pressure.",NCI,T109,Organic Chemical
675,C0288171,Irbesartan,SNOMEDCT_US,"A nonpeptide angiotensin II antagonist with antihypertensive activity. Irbesartan selectively and competitively blocks the binding of angiotensin II to the angiotensin I receptor. Angiotensin II stimulates aldosterone synthesis and secretion by adrenal cortex, which decreases the excretion of sodium and increases the excretion of potassium. Angiotensin II also acts as a vasoconstrictor in vascular smooth muscle. (NCI05)",NCI,T109,Organic Chemical
676,C0288672,Abciximab,SNOMEDCT_US,"A Fab fragment of the chimeric monoclonal antibody 7E3 and inhibitor of the glycoprotein (GP) IIb/IIIa receptor, that blocks platelet aggregation. Abciximab binds to the GP IIb/IIIa receptor on the platelet membrane, which inhibits the binding of fibrinogen to the GP IIb/IIIa receptor. This prevents both platelet aggregation and thrombus formation.",NCI,T116,"Amino Acid, Peptide, or Protein"
677,C0289313,Rosiglitazone,SNOMEDCT_US,"An agent belonging to the glitazone class of antidiabetic agents with antihyperglycemic and anti-inflammatory activities. In addition to its selective affinity for peroxisome proliferator-activated receptor (PPAR) gamma and its ability to lower blood glucose levels, rosiglitazone also exerts anti-inflammatory activity through its ability to inhibit nuclear factor-kappaB (NF-KB) activity and increase I-kappaB levels. In addition, rosiglitazone may cause fluid retention and may worsen congestive heart failure. This agent is also associated with an increased risk of heart attacks.",NCI,T109,Organic Chemical
678,C0289432,Methylergonovine maleate,SNOMEDCT_US,"The maleate salt of methylergonovine, a semi-synthetic ergot alkaloid with vasoconstrictive and uterotonic effects. Methylergonovine stimulates serotoninergic and dopaminergic receptors as well as inhibits the release of endothelial-derived relaxation factor. This results in arterial vasoconstriction and increased uterine smooth muscle contractions.",NCI,T109,Organic Chemical
679,C0293359,Insulin lispro,SNOMEDCT_US,"A recombinant therapeutic agent which is chemically identical to or similar to endogenous human insulin. In lispro insulin, the amino acid proline at B-28 and the amino acid lysine at B-29 are reversed, resulting in the rapid dissolution of this insulin to a monomer that is absorbed rapidly after subcutaneous administration. Lispro insulin is equipotent to human insulin on a molar basis but its effects are faster and of shorter duration. Endogenous insulin, a pancreatic hormone composed of two polypeptide chains, is important in the normal metabolism of carbohydrates, proteins and fats, promoting glucose utilization and protein synthesis; it has anabolic effects on many types of tissues. (NCI04)",NCI,T116,"Amino Acid, Peptide, or Protein"
680,C0297635,Rizatriptan,SNOMEDCT_US,,,T109,Organic Chemical
681,C0298130,Montelukast,SNOMEDCT_US,"A selective cysteinyl leukotriene receptor antagonist with anti-inflammatory and bronchodilating activities. Upon administration, montelukast selectively and competitively blocks the cysteinyl leukotriene 1 (CysLT1) receptor, preventing binding of the inflammatory mediator leukotriene D4 (LTD4). Inhibition of LTD4 activity results in inhibition of leukotriene-mediated inflammatory events including migration of eosinophils and neutrophils, adhesion of leukocytes to vascular endothelium, monocyte and neutrophil aggregation, increased airway edema, increased capillary permeability, and bronchoconstriction. The CysLT1 receptor is found in a number of tissues including spleen, lung, placenta, small intestine, and nasal mucosa, and in a variety of cell types including monocyte/macrophages, mast cells, eosinophils, CD34-positive hemopoietic progenitor cells, neutrophils and endothelial cells.",NCI,T109,Organic Chemical
682,C0301370,"belladonna extract, USP",MTH,,,T109,Organic Chemical
683,C0301547,Flumethiazide,SNOMEDCT_US,,,T109,Organic Chemical
684,C0304297,Tripelennamine hydrochloride,SNOMEDCT_US,"The hydrochloride salt form of tripelennamine, an ethylenediamine derivative with an antihistaminergic property. Tripelennamine hydrochloride competitively blocks central and peripheral histamine H1 receptors, thereby limiting histamine's effects, including bronchoconstriction, vasodilation, increased capillary permeability, and spasmodic contractions of gastrointestinal smooth muscle. In addition, this agent binds to muscarinic receptors, resulting in anticholinergic activity.",NCI,T109,Organic Chemical
685,C0304300,Carbinoxamine maleate,SNOMEDCT_US,"An ethanolamine class of H1 antihistamines with mild antimuscarinic and sedative properties. Carbinoxamine diminishes the typical histaminergic effects on H1-receptors in bronchial smooth muscle, capillaries, and gastrointestinal smooth muscle, including vasodilation, bronchoconstriction, increased vascular permeability, pain, itching, and spasmodic contractions of gastrointestinal smooth muscle. Carbinoxamine maleate is used to provide symptomatic relieve of allergic symptoms.",NCI,T109,Organic Chemical
686,C0304352,Codeine sulfate,SNOMEDCT_US,"The sulfate salt form of codeine, a naturally occurring phenanthrene alkaloid and opioid agonist with analgesic, antidiarrheal and antitussive activity. Codeine sulfate mimics the actions of opioids by binding to the opioid receptors at many sites within the central nervous system (CNS). Stimulation of the mu-subtype opioid receptor stimulates the exchange of GTP for GDP on the G-protein complex and subsequently inhibits adenylate cyclase. This results in a decrease in intracellular cAMP and leads to a reduction in the release of neurotransmitters such as substance P, GABA, dopamine, acetylcholine and noradrenaline. The analgesic effect of codeine sulfate is likely due to its metabolite morphine, which induces opening of G-protein-coupled inwardly rectifying potassium (GIRK) channels and blocks the opening of N-type voltage-gated calcium channels, thereby resulting in hyperpolarization and reduced neuronal excitability.",NCI,T109,Organic Chemical
687,C0304369,Tranylcypromine sulfate,SNOMEDCT_US,"The sulfate salt form of tranylcypromine, an orally bioavailable, nonselective, irreversible, non-hydrazine inhibitor of both monoamine oxidase (MAO) and lysine-specific demethylase 1 (LSD1/BHC110), with antidepressant and anxiolytic activities, and potential antineoplastic activities. Upon oral administration, tranylcypromine exerts its antidepressant and anxiolytic effects through the inhibition of MAO, an enzyme that catalyzes the breakdown of the monoamine neurotransmitters serotonin, norepinephrine, epinephrine and dopamine. This increases the concentrations and activity of these neurotransmitters. Tranylcypromine exerts its antineoplastic effect through the inhibition of LSD1. Inhibition of LSD1 prevents the transcription of LSD1 target genes. LSD1, a flavin-dependent monoamine oxidoreductase and a histone demethylase, is upregulated in a variety of cancers and plays a key role in tumor cell proliferation, migration, and invasion.",NCI,T109,Organic Chemical
688,C0304425,Ephedrine hydrochloride,SNOMEDCT_US,,,T109,Organic Chemical
689,C0304426,Ephedrine sulfate,SNOMEDCT_US,,,T109,Organic Chemical
